OBJECTID,OFC_SBRB_NAME,ShapeSTArea,ShapeSTLength
572,LEIDEN,1448976.77398682,6032.55993615871
573,LANGEBERG HOOGTE,465033.961029053,3162.18112786818
574,SIR LOWRY'S PASS,837814.727521896,8624.76948554005
575,MISSION GROUNDS,261554.395074844,2343.42041991731
576,CROSSROADS,2758083.30171967,11320.5773470933
577,NYANGA,2928032.78399658,7406.87025404923
578,EASTRIDGE,1575082.05778503,5603.38698768925
579,DENNEMERE,1143758.87216187,4848.42900124714
580,KLEINVLEI TOWN,1191126.13291931,4720.39327940465
581,MEADOWRIDGE,1314894.41407776,5102.26752570835
582,SAREPTA,1794548.14817047,7156.85658150344
583,PELIKAN PARK,3990254.33326721,14790.0133803097
584,PELIKAN HEIGHTS,448990.957275391,3419.18370873722
585,ATLAS GARDENS BUSINESS PARK,204973.992248535,1836.73062860077
586,BO OAKDALE,559529.445045471,4528.04806677319
587,PAARDEN EILAND,1559685.50465393,7824.96694743884
588,SALT RIVER,2760793.87866211,9217.65423315519
589,BERGVLIET,2860828.56884766,9250.24819464995
590,TOKAI,8003559.77932739,15903.0023901671
591,STIKLAND INDUSTRIA,2272352.83411407,8203.54196081426
592,MXOLISI PHETANI,1902079.05369568,5850.45611543892
593,BONGANI,5582450.55510712,10946.1122455659
594,ELNOR,280899.784347534,2321.19720681211
595,EPPING FOREST,272419.160598755,2339.64843609651
596,GOLDEN ACRE,718132.656024933,3539.59848741772
597,MARTINVILLE,687239.203903198,4079.94330050321
598,PROTEA HEIGHTS,2819649.99778748,8032.28626324371
599,AURORA,840482.833709717,5446.57735361705
600,VERGESIG,451542.267433167,3326.06337538921
601,RAVENSMEAD,1966639.43498993,6482.82821725366
602,KHAYA,1772352.39310455,5241.08583171829
603,EKUPHUMLENI,394156.917411804,3027.38828935326
604,ILITHA PARK,1798158.12223053,5486.74125739221
605,BRACKENFELL SOUTH,2699389.96837616,8940.19841570152
606,BOTTELARY SMALLHOLDINGS 2,1435366.14294434,6118.95738869619
607,BURGUNDY,900802.143379211,5142.43664330877
608,MORGAN INDUSTRIA,1948677.2905426,9048.75203349807
609,ROSENPARK,158581.497245789,1958.06219687666
610,THEMBOKWEZI,1046941.04489899,5121.37437381349
611,BELLVILLE SOUTH,1630896.01701355,8390.02202051709
612,GREENLANDS,366384.065216064,2890.4384264654
613,SACK'S CIRCLE INDUSTRIA,1497284.10569763,6332.23886686987
614,UWC,1579468.03835297,6150.95429781997
615,PAROW INDUSTRIA,2720856.77124786,8561.56636803195
616,LABIANCE,562193.337905884,3179.50402878192
617,MELKBOSCH STRAND,10228514.1301117,19954.6356251374
618,ROOSENDAL,1176682.84233093,4550.9311780647
619,BELHAR EXT 18,309984.40499115,3005.70183309421
620,FAIRDALE,1294839.89750671,5776.63256035096
621,MFULENI,4087543.93296814,10466.189737613
622,BELLVILLE CBD,743519.388587952,5611.73039441751
623,GRACELAND,439096.108535767,2860.28066894574
624,MANDELA PARK,2315904.17629242,7295.49746768232
625,GARDENS,1909791.26438904,9378.10266891479
626,UMRHABULO TRIANGLE,3405008.62753296,7878.60699138718
627,NATURE'S VALLEY,52640.488735199,1046.74980461287
628,ERINVALE ESTATE,1559346.12475586,6238.90845810052
629,SOMERSET WEST NATURE RESERVE,2962028.69322586,8626.2040530644
630,PLATTEKLOOF GLEN,567875.857223511,3664.92136491607
631,MONTAGUE,1623070.80430603,5723.24693499341
632,N1-STAD,613653.664703369,3296.93492735757
633,TYGERDAL,886206.30355835,4198.21259688686
634,RICHMOND ESTATE,1081144.72567749,4902.77838117426
635,VASCO ESTATE,1335903.61050415,5105.22269039201
636,DISTRICT SIX,1485538.67242432,5833.27854556732
637,FISH HOEK,8131993.22447205,14994.3312574764
638,TOWNSEND ESTATE,1520633.07527161,7083.53823978812
639,FORESHORE,4271042.45629883,41814.4639670817
640,SOUTHFIELD,1839439.38575745,6925.12131146919
641,DENNEGEUR,1008286.48057938,4807.88089651145
642,SCHOONGEZICHT,262596.28036499,2382.44806215578
643,DURBANVILLE,7305156.67840576,20978.4580178936
644,OTTERY,7724585.68496704,13785.9026680277
645,GRASSY PARK,4520598.70394897,10208.6722006693
646,RONDEBOSCH,6793261.69592285,14404.8653514597
647,DRIFTSANDS,15572778.9442062,31776.2034208209
648,KELDERHOF,600761.555099487,3785.0433128147
649,SITARI COUNTRY ESTATE,2016295.15200806,6100.89871178325
650,FIRGROVE,492076.624969482,4317.20059508275
651,BIG BAY,1212060.75212097,5489.24064955125
652,NIEUW MAASTRECHT-1,3618911.81837463,8952.11503797512
653,KANONBERG,333954.26109314,2634.56105154452
654,DE GRENDEL FARM,7611781.09243774,12020.6393173803
655,WELGELEGEN,2106056.0116272,5880.63098123794
656,OUDE WESTHOF,791981.811157227,3923.79889559146
657,WELGEDACHT,1592847.91669464,6194.93315922882
658,BARONETCY ESTATE,1573858.20249939,6659.75146980149
659,PLATTEKLOOF 3,1774168.27980042,6833.31501033076
660,BOSTON,1862480.21289825,6965.94504913429
661,HARDEKRAALTJIE,501356.70274353,4032.39200008951
662,OBSERVATORY,3498749.54386902,9264.30885716852
663,EPPING INDUSTRIA 2,3648407.95915222,7812.69986730102
664,THE RANGE,261091.375396729,2220.52670085265
665,WETTON,1332113.74874878,6934.10871945639
666,DUNOON,990202.153686523,4641.68661915033
667,KILLARNEY GARDENS,1010027.49215698,4725.52478073944
668,ANNANDALE FARM,1093844.73666382,5724.35957607514
669,CAPE FARMS - DISTRICT B,403341748.21843,179726.268657049
670,THE STABLES,175403.310180664,1814.54468840514
671,RACING PARK,420995.897491455,2739.94902726266
672,DE KUILEN,457319.009307861,3203.03776759286
673,SUNNYDALE,6924318.64982605,11711.5180962144
674,KIRSTENHOF,1603246.73703003,5319.1168460251
675,SOMERSET WEST,2772770.29934692,21521.9770864593
676,HERITAGE PARK,1303522.47060394,5744.61544920139
677,ATHLONE,1950104.16711426,6418.46253804248
678,CRAWFORD,1043968.06846619,4603.14809379403
679,BLAAUWBERGSTRAND,838480.911727905,7483.29308832735
680,BLOUBERG RISE,564035.460739136,3302.94099966798
681,WEST BEACH,787252.380783081,4188.7829642495
682,BLOUBERGRANT,238109.374511719,2251.83884589731
683,EAGLE PARK,908501.327011108,3996.89016343352
684,DURBELL,233944.505691528,2305.35670447138
685,CONSTANTIA,24331171.8101654,29248.0614807894
686,KENILWORTH,3465830.74894714,9025.30825199569
687,WYNBERG,4708746.59979248,11246.750947696
688,CLOVELLY,3504717.01159668,9892.4016227679
689,MAITLAND,6094873.83052063,18066.6884390324
690,NEWLANDS,3492858.93078613,11761.1222957161
691,LA CONCORDE,589150.071598053,3325.81833811128
692,CAPE TOWN CITY CENTRE,2230874.81750488,9779.47451854727
693,ELSIES RIVER,1382908.66981506,5816.22157028627
694,AVONWOOD,420295.734863281,2792.16688426352
695,BELMONT PARK,1376578.96935272,5500.12199506657
696,RIVERTON ELSIES RIVER,418172.038284302,2651.41516331923
697,FIRLANDS,13378419.3322258,18002.9504530292
698,GERSHAM,300807.421722412,2544.66379265571
699,KUILSRIVIER SOUTH SMALLHOLDINGS,1114364.63293457,5432.00490482364
700,HIGHBURY,1025384.4895401,5065.18441252324
701,HIGHBURY PARK,411496.404121399,2490.18584825552
702,HELDERBERG INDUSTRIAL PARK,363601.709922791,2609.29397149029
703,BROADLANDS,3201548.85747147,8673.46834179929
704,ROCKLANDS,3132757.72306824,10139.0617989088
705,ORANJEZICHT,1087937.91146851,4767.07846473991
706,DIEP RIVER,1402526.80583191,5708.08832982652
707,AVON,229091.979415894,2304.87335695887
708,DELFT SOUTH,2365933.14398193,7400.68473278188
709,LOTUS RIVER,4826318.83908081,9460.06785308883
710,CLAREMONT,5212478.3591156,12978.627654536
711,VALMARY PARK,475139.927192688,3442.25389311954
712,THREE ANCHOR BAY,316972.657836914,2927.48157795489
713,RONDEBOSCH EAST,1031619.93212891,4339.11852347126
714,CAMPS BAY / BAKOVEN,2956598.77618408,10294.9220189271
715,EPPING INDUSTRIA 1,2558937.02165222,7627.22621970737
716,LEONSDALE,768438.010742188,3944.25667061526
717,EVERSDAL HEIGHTS,586154.521057129,5426.37666451419
718,KEMPENVILLE,400766.989456177,2714.06312478892
719,PLUMSTEAD,4318408.64172363,9867.08625990088
720,HOUT BAY,31291259.725296,34966.8561533424
721,WOODSTOCK,3178935.54867554,9795.56709774395
722,BROOKLYN,1691131.62579346,6489.75773670427
723,MOWBRAY,2784138.05255127,9919.49113407337
724,LANSDOWNE,4610405.59841919,10103.1560456524
725,SEA POINT,1581354.48178101,8519.04359403643
726,BANTRY BAY,359035.931945801,3143.94685467769
727,BIZWENI,793821.49961853,3885.85502351552
728,WESTERDALE,978835.281295776,5170.7671829926
729,GREENVILLE GARDEN CITY,7868843.05770874,13985.9823436093
730,CROYDON,236771.546318054,2713.37812183523
731,WOODLANDS,1270899.00175476,5465.16757939719
732,LENTEGEUR,4984296.920578,11054.778095438
733,IKWEZI PARK,1844526.30594635,7025.32981699442
734,PHILIPPI,45882945.761055,42899.9928410577
735,MORGANS VILLAGE,332111.117126465,2549.02149259415
736,CLARA ANNA FONTEIN,1297942.99391937,4391.83386532264
737,WEDDERWILL ESTATE,2660289.24646759,9086.67344851417
738,HARMONY VILLAGE,156652.036102295,1732.30725052233
739,MILNERTON,12733411.9643097,34532.4096745246
740,TWIN PALMS,242123.971782684,2220.27958781469
741,AAN DE WIJNLANDEN ESTATE,513798.698814392,4534.16040740035
742,JACOBSDAL SMALLHOLDINGS,854744.620002747,7755.47070980926
743,FOREST VILLAGE,3501562.81386566,10229.9692566209
744,FAURE,575121.018135071,4074.46290165706
745,BLOEKOMBOS,1293980.38166046,4953.35058531375
746,MALMESBURY FARMS,113188763.273632,84168.6655084921
747,PINATI ESTATE,785697.437927246,3792.08609229943
748,WOLFGAT NATURE RESERVE,2428140.56395721,8281.81953826426
749,MONWABISI,6591646.22111511,16231.5210626286
750,STELLENBOSCH FARMS (BLUE DOWNS),5044267.87884521,16058.296732832
751,LA MONTAGNE,85190.8499336243,2043.91989551577
752,SUNRIDGE,551772.893112183,3515.71278569634
753,BOTFONTEIN SMALLHOLDINGS,6536753.86533356,14472.9051168123
754,HANOVER PARK,2016497.41984558,6057.16594721875
755,STRANDFONTEIN,11669635.4224014,19857.3007416296
756,FALSE BAY COASTAL PARK,11698931.9090118,26976.9354903101
757,LYNN'S VIEW,834900.400173187,6470.56071672911
758,FIRGROVE RURAL,14106013.3823929,20795.8903865926
759,PAARL FARMS,68184400.7633057,54899.3925464621
760,HELDERVUE,1907975.74393463,6078.80676001649
761,DE BRON,525555.516418457,3618.68464044495
762,GREENWAYS,451741.011287689,3581.06843571976
763,GORDONS BAY VILLAGE,653341.766799927,8317.78962240569
764,WORLD'S VIEW - CALEDON FARMS,1745453.08258057,8374.23120312497
765,GORDONS BAY,1878136.07987976,15356.7784730557
766,CAPE FARMS - DISTRICT C,312038416.215828,114029.081688044
767,KOMMETJIE,3497818.1374054,14960.8454086266
768,CAPE FARMS - DISTRICT H,192782205.036072,171909.386680387
769,MACASSAR,15519519.276062,49262.7622714461
770,TABLE VIEW,6736768.52668762,29403.3181634257
771,KALK BAY,982191.258712769,7168.68131796563
772,ST JAMES,329429.565841675,2871.10720382
773,STELLENBOSCH FARMS,118365123.567079,109927.540489982
774,MUIZENBERG,8395688.76399231,18207.6815337055
775,STRAND,8542578.70148468,30049.2930087045
776,HELDERBERG RURAL,84750920.021513,54301.1958487282
777,HELDERBERG VILLAGE,927877.14390564,5019.07925545974
