OBJECTID,SGMN_NAME,CTGR,NMBR,STDY_NAME,SHAPESTLength
1,TROVATO LINK ROAD,S2,13b,WATERLOO / WOLFE STREET,442.5843898
2,TROVATO LINK ROAD,S2,13b,WATERLOO / WOLFE STREET,354.5513697
3,TROVATO LINK ROAD,S2,13b,WATERLOO / WOLFE STREET,62.37431786
4,TROVATO LINK ROAD,S2,13b,WATERLOO / WOLFE STREET,30.35640257
5,TROVATO LINK ROAD,S2,13b,WATERLOO / WOLFE STREET,101.5361775
6,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,77.6815745
7,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,68.56527755
8,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,62.09692935
9,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,150.2541552
10,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,88.14212241
11,CONSTANTIA MAIN ROAD,S2,14,CONSTANTIA MAIN ROAD,20.1502102
12,CONSTANTIA MAIN ROAD,S2,14,CONSTANTIA MAIN ROAD,146.948989
13,CONSTANTIA MAIN ROAD,S2,14,CONSTANTIA MAIN ROAD,119.9176087
14,STEENBERG ROAD,S1,12a,STEENBERG ROAD,10.22110277
15,STEENBERG ROAD,S1,12a,STEENBERG ROAD,169.5666467
16,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,114.4226837
17,STEENBERG ROAD,S1,9,OU KAAPSE WEG,220.8158882
18,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,63.86101734
19,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,213.4226943
20,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,148.8195086
21,BOYES DRIVE,S1,8,BOYES DRIVE,59.64429463
22,BOYES DRIVE,S1,8,BOYES DRIVE,69.83887132
23,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,3041.119635
24,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,725.5034956
25,BOYES DRIVE,S1,8,BOYES DRIVE,2723.227082
26,BOYES DRIVE,S1,8,BOYES DRIVE,245.106242
27,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,3607.770153
28,BOYES DRIVE,S1,8,BOYES DRIVE,1933.740051
29,BOYES DRIVE,S1,8,BOYES DRIVE,83.29633696
30,BOYES DRIVE,S1,8,BOYES DRIVE,71.6858157
31,BOYES DRIVE,S1,8,BOYES DRIVE,76.05344975
32,BOYES DRIVE,S1,8,BOYES DRIVE,117.9289561
33,OU KAAPSE WEG,S1,9,OU KAAPSE WEG,2861.801137
34,BOYES DRIVE,S1,8,BOYES DRIVE,1161.531531
35,LOCH ROAD,S1,8,BOYES DRIVE,162.3083915
36,LOCH ROAD,S1,8,BOYES DRIVE,60.32372388
37,CLAIRVAUX ROAD,S1,8,BOYES DRIVE,5.308451854
38,CLAIRVAUX ROAD,S1,8,BOYES DRIVE,61.52327891
39,CLAIRVAUX ROAD,S1,8,BOYES DRIVE,38.44439793
40,CLAIRVAUX ROAD,S1,8,BOYES DRIVE,52.31224769
41,CLAIRVAUX ROAD,S1,8,BOYES DRIVE,100.2759047
42,MAIN ROAD,S1,2c,MAIN ROAD,18.19136329
43,MAIN ROAD,S1,2c,MAIN ROAD,85.66577324
44,MAIN ROAD,S1,2c,MAIN ROAD,589.2348682
45,GLENCAIRN EXPRESSWAY,S1,7,GLENCAIRN EXPRESSWAY,5134.911593
46,GLENCAIRN EXPRESSWAY,S1,7,GLENCAIRN EXPRESSWAY,213.2586288
47,MAIN ROAD,S1,2c,MAIN ROAD,1976.66743
48,GLENCAIRN EXPRESSWAY,S1,7,GLENCAIRN EXPRESSWAY,38.94146902
49,MAIN ROAD,S1,2c,MAIN ROAD,52.18667351
50,MAIN ROAD,S1,2c,MAIN ROAD,118.6861152
51,MAIN ROAD,S1,2c,MAIN ROAD,41.80119529
52,MAIN ROAD,S1,2c,MAIN ROAD,50.73617533
53,MAIN ROAD,S1,2c,MAIN ROAD,252.449615
54,MAIN ROAD,S1,2c,MAIN ROAD,232.5084083
55,MAIN ROAD,S1,2c,MAIN ROAD,413.8183897
56,MAIN ROAD,S1,2c,MAIN ROAD,534.3884837
57,MAIN ROAD,S1,2c,MAIN ROAD,238.8347657
58,MAIN ROAD,S1,2c,MAIN ROAD,614.4307512
59,RED HILL ROAD,S1,3,RED HILL ROAD,245.3480672
60,RED HILL ROAD,S1,3,RED HILL ROAD,130.0895363
61,MAIN ROAD,S2,2b,MAIN ROAD,500.8540319
62,RED HILL ROAD,S1,3,RED HILL ROAD,1141.368518
63,MAIN ROAD,S2,2b,MAIN ROAD,529.9996446
64,ST GEORGES STREET,S2,2b,MAIN ROAD,183.2735663
65,ST GEORGES STREET,S2,2b,MAIN ROAD,20.98682099
66,ST GEORGES STREET,S2,2b,MAIN ROAD,185.1049623
67,ST GEORGES STREET,S2,2b,MAIN ROAD,60.94160058
68,ST GEORGES STREET,S2,2b,MAIN ROAD,105.1236313
69,ST GEORGES STREET,S2,2b,MAIN ROAD,115.39775
70,ST GEORGES STREET,S2,2b,MAIN ROAD,83.68634783
71,ST GEORGES STREET,S2,2b,MAIN ROAD,38.23077372
72,ST GEORGES STREET,S2,2b,MAIN ROAD,34.86150216
73,ST GEORGES STREET,S2,2b,MAIN ROAD,26.18761642
74,ST GEORGES STREET,S2,2b,MAIN ROAD,16.70502146
75,ST GEORGES STREET,S2,2b,MAIN ROAD,36.74891286
76,ST GEORGES STREET,S2,2b,MAIN ROAD,49.04651131
77,ST GEORGES STREET,S2,2b,MAIN ROAD,51.24657547
78,ST GEORGES STREET,S2,2b,MAIN ROAD,287.1702296
79,ST GEORGES STREET,S2,2b,MAIN ROAD,63.63688603
80,ST GEORGES STREET,S2,2b,MAIN ROAD,81.55348434
81,ST GEORGES STREET,S2,2b,MAIN ROAD,78.33417877
82,ST GEORGES STREET,S2,2b,MAIN ROAD,82.01865035
83,ST GEORGES STREET,S2,2b,MAIN ROAD,47.68421409
84,QUEENS ROAD,S2,2b,MAIN ROAD,60.42578317
85,QUEENS ROAD,S2,2b,MAIN ROAD,249.0346293
86,QUEENS ROAD,S2,2b,MAIN ROAD,46.97616476
87,QUEENS ROAD,S2,2b,MAIN ROAD,54.06056137
88,QUEENS ROAD,S2,2b,MAIN ROAD,156.6935124
89,QUEENS ROAD,S2,2b,MAIN ROAD,29.13302787
90,QUEENS ROAD,S2,2b,MAIN ROAD,70.77327225
91,QUEENS ROAD,S2,2b,MAIN ROAD,245.6548765
92,MCFARLANE ROAD,S2,2b,MAIN ROAD,163.8633865
93,MCFARLANE ROAD,S2,2b,MAIN ROAD,43.36788677
94,MCFARLANE ROAD,S2,2b,MAIN ROAD,61.46280201
95,MCFARLANE ROAD,S2,2b,MAIN ROAD,371.8770389
96,MAIN ROAD,S2,2b,MAIN ROAD,98.54186817
97,MAIN ROAD,S2,2b,MAIN ROAD,201.3330922
98,RED HILL ROAD,S1,3,RED HILL ROAD,6116.540107
99,PLATEAU ROAD,S1,1,PLATEAU ROAD,121.6940404
100,MAIN ROAD,S2,2b,MAIN ROAD,338.2593439
101,MAIN ROAD,S2,2b,MAIN ROAD,419.795428
102,MAIN ROAD,S2,2b,MAIN ROAD,70.08386964
103,MAIN ROAD,S2,2b,MAIN ROAD,105.3751986
104,PLATEAU ROAD,S1,1,PLATEAU ROAD,7981.844687
105,CARR HILL STREET,S2,13b,WATERLOO / WOLFE STREET,176.2635963
106,CARR HILL STREET,S2,13b,WATERLOO / WOLFE STREET,29.34762834
107,WATERLOO ROAD,S2,13b,WATERLOO / WOLFE STREET,0.404699312
108,MAIN ROAD,S1,8,BOYES DRIVE,23.07629594
109,STEENBERG ROAD,S1,12a,STEENBERG ROAD,844.8771564
110,MAIN ROAD,S1,8,BOYES DRIVE,467.467329
111,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,8.210408955
112,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,16.60327867
113,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,480.9753648
114,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,518.9748716
115,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,452.7866526
116,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,406.1269815
117,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,336.5306974
118,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,519.3602895
119,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,216.5867999
120,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,408.2549855
121,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,166.8518634
122,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,305.866193
123,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,295.6036891
124,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,170.4075832
125,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,490.2304708
126,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,741.3913807
127,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,517.1665598
128,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,803.3122984
129,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1969.353936
130,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1960.777343
131,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,461.6077985
132,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,472.0281812
133,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,419.8106503
134,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,432.9638272
135,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1227.684441
136,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1226.929705
137,MAIN ROAD,S2,2b,MAIN ROAD,486.4244521
138,MAIN ROAD,S2,2d,MAIN ROAD,4305.485153
139,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,305.5784281
140,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,425.4709577
141,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,160.3327927
142,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,214.1437966
143,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,168.4429511
144,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,513.7931896
145,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,988.5734769
146,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,113.0037356
147,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,345.8216832
148,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,206.6559957
149,NOORDHOEK ROAD,S2,10,NOORDHOEK ROAD,158.7649876
150,OU KAAPSE WEG,S2,10,NOORDHOEK ROAD,219.2659016
151,OU KAAPSE WEG,S2,10,NOORDHOEK ROAD,302.3233243
152,OU KAAPSE WEG,S2,10,NOORDHOEK ROAD,375.545219
153,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,70.98700971
154,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,50.46469608
155,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,81.53315451
156,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,75.43896471
157,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,41.74232264
158,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,39.48903914
159,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,78.05669058
160,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,75.95063856
161,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,86.40911615
162,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,77.44381343
163,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,39.32867717
164,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,43.39315546
165,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,46.05462577
166,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,82.69099933
167,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,13.30938397
168,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,41.57042556
169,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,142.5441905
170,RED HILL ROAD,S1,4,SCARBOROUGH MAIN ROAD,102.0490111
171,PLATEAU ROAD,S1,4,SCARBOROUGH MAIN ROAD,105.161022
172,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,2260.962375
173,CHAPMANS PEAK DRIVE,S2,10,NOORDHOEK ROAD,1918.963058
174,STEENBERG ROAD,S1,12a,STEENBERG ROAD,145.6771857
175,STEENBERG ROAD,S1,12a,STEENBERG ROAD,197.4059828
176,STEENBERG ROAD,S1,12a,STEENBERG ROAD,1023.164404
177,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,173.0792115
178,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,124.2996171
179,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,352.704833
180,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,71.65006462
181,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,21.54289052
182,HUSKISSON ROAD,S1,5,SWEETWATER MAIN ROAD,79.5444013
183,HUSKISSON ROAD,S1,5,SWEETWATER MAIN ROAD,50.05182567
184,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,377.5553811
185,HUSKISSON ROAD,S1,5,SWEETWATER MAIN ROAD,78.06767691
186,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,870.158406
187,KOMMETJIE ROAD,S1,5,SWEETWATER MAIN ROAD,29.77644412
188,HUSKISSON ROAD,S1,5,SWEETWATER MAIN ROAD,78.78736985
189,SLANGKOP ROAD,S1,6,SLANGKOP ROAD,85.85687623
190,SLANGKOP ROAD,S1,6,SLANGKOP ROAD,83.45864468
191,SLANGKOP ROAD,S1,6,SLANGKOP ROAD,332.650906
192,SLANGKOP ROAD,S1,6,SLANGKOP ROAD,467.9813043
193,SLANGKOP ROAD,S1,6,SLANGKOP ROAD,1644.648131
194,MAIN ROAD,S1,5,SWEETWATER MAIN ROAD,3369.068259
195,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,3043.448598
196,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,191.5060699
197,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,124.2550248
198,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,2.8940803
199,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,48.61576922
200,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,10.39398378
201,MAIN ROAD,S1,4,SCARBOROUGH MAIN ROAD,1256.41351
202,MAIN ROAD,S2,13b,WATERLOO / WOLFE STREET,571.7077867
203,MAIN ROAD,S2,13b,WATERLOO / WOLFE STREET,81.0405854
204,WOLFE STREET,S2,13b,WATERLOO / WOLFE STREET,11.35103541
205,WOLFE STREET,S2,13b,WATERLOO / WOLFE STREET,577.3730568
206,MAIN ROAD,S2,13b,WATERLOO / WOLFE STREET,27.94302661
207,CONSTANTIA MAIN ROAD,S2,14,CONSTANTIA MAIN ROAD,7.652671201
208,EDINBURGH DRIVE M3,S1,13a,SIMON VAN DER STEL FREEWAY,182.3644186
209,EDINBURGH DRIVE M3,S1,13a,SIMON VAN DER STEL FREEWAY,211.1353085
210,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,470.1669478
211,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,514.4115862
212,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1157.625615
213,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,1559.368754
214,SIMON VAN DER STEL FREEWAY M3,S1,13a,SIMON VAN DER STEL FREEWAY,393.1087787
215,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,941.5577061
216,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,794.7766178
217,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,925.8615655
218,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,637.1826401
219,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,668.8835607
220,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,614.4068271
221,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,505.0240942
222,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,256.2491009
223,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,529.691331
224,R304,S2,34a,R304 MAMRE ROAD,6606.737086
225,R304,S1,32,R304,4907.378295
226,M19,S2,34a,R304 MAMRE ROAD,8470.150075
227,M19,S1,35,MELKBOSSTRAND ROAD,5555.298978
228,M19,S2,34a,R304 MAMRE ROAD,3984.920555
229,M19,S2,34a,R304 MAMRE ROAD,665.5017116
230,WELLINGTON ROAD,S1,30b,R302 KLIPHEUWEL MAIN ROAD,5780.054295
231, ,S1,30b,R302 KLIPHEUWEL MAIN ROAD,767.5397809
232, ,S1,30b,R302 KLIPHEUWEL MAIN ROAD,190.8421682
233,WELLINGTON ROAD,S1,30b,R302 KLIPHEUWEL MAIN ROAD,369.7234771
234,CONTERMANSKLOOF,S1,28a,CONTERMANSKLOOF ROAD,2281.025547
235,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,725.838276
236,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,471.9244257
237,CONTERMANSKLOOF ROAD,S1,28a,CONTERMANSKLOOF ROAD,1443.630142
238,POSMANSDAM ROAD,S1,28a,CONTERMANSKLOOF ROAD,1217.484461
239,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,256.893368
240,ROAD,S1,30b,R302 KLIPHEUWEL MAIN ROAD,4334.764238
241,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,937.6513219
242,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,678.6146561
243,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,420.6295058
244,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,1209.287302
245,VISSERSHOK ROAD,S1,28b,VISSERSHOK ROAD,6578.301741
246,CONTERMANSKLOOF,S1,28a,CONTERMANSKLOOF ROAD,2065.470678
247,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,753.0611749
248,VISSERSHOK ROAD,S1,28b,VISSERSHOK ROAD,298.0008363
249,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,102.2760276
250,MARINE DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,548.2754694
251,ST JOHN'S ROAD,S1,28b,VISSERSHOK ROAD,128.1395162
252,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,251.1274463
253, ,S2,30a,R302 WELLINGTON ROAD,176.1348302
254,ST JOHN'S ROAD,S1,28b,VISSERSHOK ROAD,145.644676
255,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,121.9545166
256,VISSERSHOK ROAD,S1,28b,VISSERSHOK ROAD,67.38672059
257,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,119.4598272
258,VISSERSHOEK ROAD,S2,28c,VISSERSHOK ROAD,127.6915102
259,ST JOHN'S ROAD,S2,28d,ST JOHN'S ROAD,68.19364337
260,VISSERSHOEK ROAD,S2,28c,VISSERSHOK ROAD,274.5836441
261,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,151.9083409
262,VISSERSHOEK ROAD,S2,28c,VISSERSHOK ROAD,111.214313
263,MAIN STREET,S2,28c,VISSERSHOK ROAD,13.18780382
264,VISSERSHOEK ROAD,S2,28c,VISSERSHOK ROAD,211.4400718
265,MAIN STREET,S2,28c,VISSERSHOK ROAD,37.90935342
266,MAIN STREET,S2,28c,VISSERSHOK ROAD,7.673238684
267,MAIN STREET,S2,28c,VISSERSHOK ROAD,38.75132159
268,MARINE DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,750.7037362
269,WELLINGTON STREET,S2,30a,R302 WELLINGTON ROAD,141.7916333
270,MAIN STREET,S2,28c,VISSERSHOK ROAD,117.1132651
271,ST JOHN'S ROAD,S2,28d,ST JOHN'S ROAD,311.7530413
272,WELLINGTON ROAD,S2,30a,R302 WELLINGTON ROAD,203.6662185
273,MAIN STREET,S2,28c,VISSERSHOK ROAD,183.6944563
274, ,S2,30a,R302 WELLINGTON ROAD,44.4139945
275,ST JOHNS STREET,S2,28d,ST JOHN'S ROAD,88.51050463
276, ,S2,29,DURBAN ROAD,114.372311
277,ST JOHNS STREET,S2,28d,ST JOHN'S ROAD,75.11878163
278,ST JOHNS STREET,S2,28d,ST JOHN'S ROAD,59.92878982
279,AURORA STREET,S2,28d,ST JOHN'S ROAD,13.72979712
280,MAIN ROAD,S2,29,DURBAN ROAD,117.3395917
281,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,226.2479295
282,GRIEVE CRESCENT,S2,28d,ST JOHN'S ROAD,489.2556105
283,ST JOHNS ROAD,S2,28d,ST JOHN'S ROAD,305.2450739
284,ST JOHNS ROAD,S2,28d,ST JOHN'S ROAD,179.9474199
285,DURBANVILLE ROAD,S1,27b,TYGERBERG VALLEY ROAD,7530.254213
286,ST JOHNS ROAD,S2,28d,ST JOHN'S ROAD,88.4792667
287,RACE COURSE ROAD,S2,28d,ST JOHN'S ROAD,1047.829552
288,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,1037.095387
289,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,99.03396604
290,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,115.7721466
291,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,150.6039998
292,TYGERVALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,1244.529197
293,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,612.5488206
294,TYGERVALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,658.6754681
295,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,654.3170827
296,TYGERBERG VALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,447.3486722
297,TYGERBERG VALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,106.7820662
298,TYGERBERG VALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,112.8128278
299,TYGERBERG VALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,343.296757
300,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,970.1141604
301,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,20.11198034
302,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,27.10641327
303,TYGERBERY VALLEY ROAD,S2,27a,TYGERBERG VALLEY ROAD,204.0829935
304,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,168.5367505
305,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,311.2093667
306,CARL CRONJE DRIVE,S2,27a,TYGERBERG VALLEY ROAD,649.939081
307,CARL CRONJE DRIVE,S2,27a,TYGERBERG VALLEY ROAD,14.25894714
308,DURBAN ROAD,S2,29,DURBAN ROAD,576.4714414
309,DURBANVILLE AVENUE,S2,29,DURBAN ROAD,66.80185225
310,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,319.1762415
311,DURGANVILLE AVENUE,S2,29,DURBAN ROAD,252.8782319
312,DURBAN ROAD,S2,29,DURBAN ROAD,235.8474822
313,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,300.0585693
314,DURBAN ROAD,S2,29,DURBAN ROAD,67.3671212
315,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,199.8551813
316,DURBAN ROAD,S2,29,DURBAN ROAD,180.3361952
317,DURBAN ROAD,S2,29,DURBAN ROAD,200.9124971
318,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,217.9011263
319,DURBAN ROAD,S2,29,DURBAN ROAD,80.0745956
320,WILLIE VAN SCHOOR,S2,29,DURBAN ROAD,89.83641769
321,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,251.1986701
322,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,252.0688441
323,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,243.6584153
324,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,73.21128596
325,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,250.8544782
326,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,217.4727761
327,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,31.26681335
328,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,38.27357547
329,WESTERN BOULEVARD,S2,17c,VICTORIA AND BEACH ROADS,18.23098446
330,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,137.680885
331,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,12.63676183
332,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,146.3308254
333,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,135.7249169
334,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,112.7313335
335,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,131.3054239
336,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,47.78623067
337,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,77.13126608
338,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,117.5909957
339,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,118.7140357
340,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,115.3166277
341,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,114.450005
342,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,114.6756415
343,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,113.0538595
344,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,124.3885641
345,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,121.3919651
346,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,128.0585712
347,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,12.37332872
348,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,120.5970293
349,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,12.98606443
350,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,53.69492761
351,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,64.28300757
352,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,48.85295596
